caudal;caudalparcial;hydrodatetime
1,868;0,734;2024/2/19 01:30
1,875;0,74;2024/2/19 01:40
1,877;0,74;2024/2/19 01:50
1,892;0,746;2024/2/19 02:00
1,896;0,746;2024/2/19 02:10
1,891;0,746;2024/2/19 02:20
1,877;0,74;2024/2/19 02:30
1,875;0,74;2024/2/19 02:40
1,877;0,74;2024/2/19 02:50
1,876;0,74;2024/2/19 03:00
1,88;0,74;2024/2/19 03:10
1,883;0,74;2024/2/19 03:20
1,907;0,752;2024/2/19 03:30
1,919;0,759;2024/2/19 03:40
1,925;0,759;2024/2/19 03:50
1,936;0,765;2024/2/19 04:00
1,955;0,771;2024/2/19 04:10
1,972;0,778;2024/2/19 04:20
1,973;0,778;2024/2/19 04:30
1,976;0,778;2024/2/19 04:40
1,978;0,778;2024/2/19 04:50
1,99;0,784;2024/2/19 05:00
1,992;0,784;2024/2/19 05:10
1,992;0,784;2024/2/19 05:20
2,005;0,791;2024/2/19 05:30
2,022;0,798;2024/2/19 05:40
2,023;0,798;2024/2/19 05:50
2,01;0,791;2024/2/19 06:00
2,008;0,791;2024/2/19 06:10
2,009;0,791;2024/2/19 06:20
2,011;0,791;2024/2/19 06:30
2,02;0,798;2024/2/19 06:40
2,035;0,804;2024/2/19 06:50
2,047;0,811;2024/2/19 07:00
2,053;0,811;2024/2/19 07:10
2,055;0,811;2024/2/19 07:20
2,06;0,811;2024/2/19 07:30
2,07;0,818;2024/2/19 07:40
2,081;0,825;2024/2/19 07:50
2,086;0,825;2024/2/19 08:00
2,089;0,825;2024/2/19 08:10
2,085;0,825;2024/2/19 08:20
2,076;0,818;2024/2/19 08:30
2,072;0,818;2024/2/19 08:40
2,067;0,818;2024/2/19 08:50
2,04;0,804;2024/2/19 09:00
2,014;0,791;2024/2/19 09:10
1,996;0,784;2024/2/19 09:20
2,001;0,791;2024/2/19 09:30
2,012;0,798;2024/2/19 09:40
2,001;0,791;2024/2/19 09:50
1,976;0,778;2024/2/19 10:00
1,976;0,778;2024/2/19 10:10
1,997;0,791;2024/2/19 10:20
2,002;0,791;2024/2/19 10:30
2,01;0,798;2024/2/19 10:40
2,001;0,791;2024/2/19 10:50
1,99;0,784;2024/2/19 11:00
1,998;0,791;2024/2/19 11:10
1,998;0,791;2024/2/19 11:20
1,992;0,784;2024/2/19 11:30
1,978;0,778;2024/2/19 11:40
1,959;0,771;2024/2/19 11:50
1,94;0,765;2024/2/19 12:00
1,927;0,759;2024/2/19 12:10
1,914;0,752;2024/2/19 12:20
1,911;0,752;2024/2/19 12:30
1,906;0,752;2024/2/19 12:40
1,902;0,752;2024/2/19 12:50
1,893;0,746;2024/2/19 13:00
1,891;0,746;2024/2/19 13:10
1,889;0,746;2024/2/19 13:20
1,887;0,746;2024/2/19 13:30
1,886;0,746;2024/2/19 13:40
1,903;0,752;2024/2/19 13:50
1,917;0,759;2024/2/19 14:00
1,921;0,759;2024/2/19 14:10
1,924;0,759;2024/2/19 14:20
1,935;0,765;2024/2/19 14:30
1,937;0,765;2024/2/19 14:40
1,946;0,771;2024/2/19 14:50
1,946;0,771;2024/2/19 15:00
1,932;0,765;2024/2/19 15:10
1,91;0,752;2024/2/19 15:20
1,914;0,759;2024/2/19 15:30
1,901;0,752;2024/2/19 15:40
1,888;0,746;2024/2/19 15:50
1,884;0,746;2024/2/19 16:00
1,871;0,74;2024/2/19 16:10
1,869;0,74;2024/2/19 16:20
1,864;0,74;2024/2/19 16:30
1,856;0,734;2024/2/19 16:40
1,853;0,734;2024/2/19 16:50
1,862;0,74;2024/2/19 17:00
1,862;0,74;2024/2/19 17:10
1,852;0,734;2024/2/19 17:20
1,853;0,734;2024/2/19 17:30
1,877;0,746;2024/2/19 17:40
1,887;0,752;2024/2/19 17:50
1,879;0,746;2024/2/19 18:00
1,87;0,74;2024/2/19 18:10
1,868;0,74;2024/2/19 18:20
1,863;0,74;2024/2/19 18:30
1,851;0,734;2024/2/19 18:40
1,827;0,722;2024/2/19 18:50
1,812;0,716;2024/2/19 19:00
1,809;0,716;2024/2/19 19:10
1,822;0,722;2024/2/19 19:20
1,83;0,728;2024/2/19 19:30
1,83;0,728;2024/2/19 19:40
1,824;0,722;2024/2/19 19:50
1,83;0,728;2024/2/19 20:00
1,828;0,728;2024/2/19 20:10
1,823;0,722;2024/2/19 20:20
1,83;0,728;2024/2/19 20:30
1,845;0,734;2024/2/19 20:40
1,86;0,74;2024/2/19 20:50
1,854;0,734;2024/2/19 21:00
1,84;0,728;2024/2/19 21:10
1,838;0,728;2024/2/19 21:20
1,838;0,728;2024/2/19 21:30
1,836;0,728;2024/2/19 21:40
1,834;0,728;2024/2/19 21:50
1,835;0,728;2024/2/19 22:00
1,828;0,722;2024/2/19 22:10
1,834;0,728;2024/2/19 22:20
1,835;0,728;2024/2/19 22:30
1,834;0,728;2024/2/19 22:40
1,832;0,728;2024/2/19 22:50
1,81;0,716;2024/2/19 23:00
1,792;0,71;2024/2/19 23:10
1,794;0,71;2024/2/19 23:20
1,812;0,722;2024/2/19 23:30
1,817;0,722;2024/2/19 23:40
1,818;0,722;2024/2/19 23:50
1,815;0,722;2024/2/20
1,814;0,722;2024/2/20 00:10
1,813;0,722;2024/2/20 00:20
1,799;0,716;2024/2/20 00:30
1,779;0,704;2024/2/20 00:40
1,786;0,71;2024/2/20 00:50
1,801;0,716;2024/2/20 01:00
1,82;0,722;2024/2/20 01:10
1,822;0,722;2024/2/20 01:20
1,821;0,722;2024/2/20 01:30
1,811;0,716;2024/2/20 01:40
1,808;0,716;2024/2/20 01:50
1,806;0,716;2024/2/20 02:00
1,808;0,716;2024/2/20 02:10
1,808;0,716;2024/2/20 02:20
1,808;0,716;2024/2/20 02:30
1,809;0,716;2024/2/20 02:40
1,808;0,716;2024/2/20 02:50
1,807;0,716;2024/2/20 03:00
1,807;0,716;2024/2/20 03:10
1,805;0,716;2024/2/20 03:20
1,806;0,716;2024/2/20 03:30
1,786;0,704;2024/2/20 03:40
1,772;0,698;2024/2/20 03:50
1,768;0,698;2024/2/20 04:00
1,767;0,698;2024/2/20 04:10
1,765;0,698;2024/2/20 04:20
1,78;0,704;2024/2/20 04:30
1,796;0,716;2024/2/20 04:40
1,777;0,704;2024/2/20 04:50
1,769;0,698;2024/2/20 05:00
1,763;0,698;2024/2/20 05:10
1,762;0,698;2024/2/20 05:20
1,76;0,698;2024/2/20 05:30
1,761;0,698;2024/2/20 05:40
1,761;0,698;2024/2/20 05:50
1,753;0,692;2024/2/20 06:00
1,761;0,698;2024/2/20 06:10
1,761;0,698;2024/2/20 06:20
1,767;0,698;2024/2/20 06:30
1,792;0,71;2024/2/20 06:40
1,782;0,704;2024/2/20 06:50
1,791;0,71;2024/2/20 07:00
1,783;0,704;2024/2/20 07:10
1,782;0,704;2024/2/20 07:20
1,778;0,704;2024/2/20 07:30
1,755;0,692;2024/2/20 07:40
1,767;0,698;2024/2/20 07:50
1,779;0,704;2024/2/20 08:00
1,789;0,71;2024/2/20 08:10
1,789;0,71;2024/2/20 08:20
1,776;0,704;2024/2/20 08:30
1,754;0,692;2024/2/20 08:40
1,749;0,692;2024/2/20 08:50
1,762;0,698;2024/2/20 09:00
1,769;0,698;2024/2/20 09:10
1,779;0,704;2024/2/20 09:20
1,779;0,704;2024/2/20 09:30
1,78;0,704;2024/2/20 09:40
1,781;0,704;2024/2/20 09:50
1,779;0,704;2024/2/20 10:00
1,767;0,698;2024/2/20 10:10
1,744;0,686;2024/2/20 10:20
1,752;0,692;2024/2/20 10:30
1,757;0,692;2024/2/20 10:40
1,758;0,692;2024/2/20 10:50
1,764;0,698;2024/2/20 11:00
1,764;0,698;2024/2/20 11:10
1,766;0,698;2024/2/20 11:20
1,764;0,698;2024/2/20 11:30
1,765;0,698;2024/2/20 11:40
1,764;0,698;2024/2/20 11:50
1,762;0,698;2024/2/20 12:00
1,772;0,704;2024/2/20 12:10
1,757;0,698;2024/2/20 12:20
1,747;0,692;2024/2/20 12:30
1,74;0,692;2024/2/20 12:40
1,732;0,686;2024/2/20 12:50
1,731;0,686;2024/2/20 13:00
1,729;0,686;2024/2/20 13:10
1,729;0,686;2024/2/20 13:20
1,728;0,686;2024/2/20 13:30
1,73;0,686;2024/2/20 13:40
1,729;0,686;2024/2/20 13:50
1,73;0,686;2024/2/20 14:00
1,73;0,686;2024/2/20 14:10
1,732;0,686;2024/2/20 14:20
1,733;0,686;2024/2/20 14:30
1,731;0,686;2024/2/20 14:40
1,732;0,686;2024/2/20 14:50
1,732;0,686;2024/2/20 15:00
1,732;0,686;2024/2/20 15:10
1,731;0,686;2024/2/20 15:20
1,732;0,686;2024/2/20 15:30
1,725;0,681;2024/2/20 15:40
1,73;0,686;2024/2/20 15:50
1,731;0,686;2024/2/20 16:00
1,746;0,692;2024/2/20 16:10
1,77;0,704;2024/2/20 16:20
1,764;0,698;2024/2/20 16:30
1,752;0,692;2024/2/20 16:40
1,739;0,686;2024/2/20 16:50
1,736;0,686;2024/2/20 17:00
1,722;0,681;2024/2/20 17:10
1,711;0,675;2024/2/20 17:20
1,708;0,675;2024/2/20 17:30
1,703;0,675;2024/2/20 17:40
1,704;0,675;2024/2/20 17:50
1,701;0,675;2024/2/20 18:00
1,708;0,675;2024/2/20 18:10
1,727;0,686;2024/2/20 18:20
1,733;0,686;2024/2/20 18:30
1,733;0,686;2024/2/20 18:40
1,735;0,686;2024/2/20 18:50
1,733;0,686;2024/2/20 19:00
1,73;0,686;2024/2/20 19:10
1,732;0,686;2024/2/20 19:20
1,733;0,686;2024/2/20 19:30
1,733;0,686;2024/2/20 19:40
1,735;0,686;2024/2/20 19:50
1,734;0,686;2024/2/20 20:00
1,732;0,686;2024/2/20 20:10
1,739;0,692;2024/2/20 20:20
1,724;0,681;2024/2/20 20:30
1,719;0,681;2024/2/20 20:40
1,719;0,681;2024/2/20 20:50
1,718;0,681;2024/2/20 21:00
1,705;0,675;2024/2/20 21:10
1,676;0,664;2024/2/20 21:20
1,672;0,664;2024/2/20 21:30
1,684;0,669;2024/2/20 21:40
1,688;0,669;2024/2/20 21:50
1,69;0,669;2024/2/20 22:00
1,692;0,669;2024/2/20 22:10
1,692;0,669;2024/2/20 22:20
1,686;0,664;2024/2/20 22:30
1,692;0,669;2024/2/20 22:40
1,696;0,669;2024/2/20 22:50
1,7;0,669;2024/2/20 23:00
1,698;0,669;2024/2/20 23:10
1,698;0,669;2024/2/20 23:20
1,702;0,669;2024/2/20 23:30
1,715;0,675;2024/2/20 23:40
1,726;0,681;2024/2/20 23:50
1,734;0,686;2024/2/21
1,73;0,681;2024/2/21 00:10
1,736;0,686;2024/2/21 00:20
1,736;0,686;2024/2/21 00:30
1,723;0,681;2024/2/21 00:40
1,712;0,675;2024/2/21 00:50
1,7;0,669;2024/2/21 01:00
1,698;0,669;2024/2/21 01:10
1,698;0,669;2024/2/21 01:20
1,691;0,664;2024/2/21 01:30
1,694;0,669;2024/2/21 01:40
1,686;0,664;2024/2/21 01:50
1,685;0,664;2024/2/21 02:00
1,686;0,664;2024/2/21 02:10
1,685;0,664;2024/2/21 02:20
1,688;0,664;2024/2/21 02:30
1,686;0,664;2024/2/21 02:40
1,687;0,664;2024/2/21 02:50
1,685;0,664;2024/2/21 03:00
1,676;0,658;2024/2/21 03:10
1,682;0,664;2024/2/21 03:20
1,687;0,664;2024/2/21 03:30
1,685;0,664;2024/2/21 03:40
1,688;0,664;2024/2/21 03:50
1,685;0,664;2024/2/21 04:00
1,677;0,658;2024/2/21 04:10
1,686;0,664;2024/2/21 04:20
1,684;0,664;2024/2/21 04:30
1,685;0,664;2024/2/21 04:40
1,68;0,658;2024/2/21 04:50
1,677;0,658;2024/2/21 05:00
1,685;0,664;2024/2/21 05:10
1,677;0,658;2024/2/21 05:20
1,677;0,658;2024/2/21 05:30
1,679;0,658;2024/2/21 05:40
1,681;0,658;2024/2/21 05:50
1,68;0,658;2024/2/21 06:00
1,68;0,658;2024/2/21 06:10
1,679;0,658;2024/2/21 06:20
1,676;0,658;2024/2/21 06:30
1,661;0,653;2024/2/21 06:40
1,648;0,648;2024/2/21 06:50
1,649;0,648;2024/2/21 07:00
1,648;0,648;2024/2/21 07:10
1,652;0,648;2024/2/21 07:20
1,679;0,658;2024/2/21 07:30
1,694;0,664;2024/2/21 07:40
1,688;0,658;2024/2/21 07:50
1,683;0,658;2024/2/21 08:00
1,675;0,653;2024/2/21 08:10
1,673;0,653;2024/2/21 08:20
1,67;0,653;2024/2/21 08:30
1,655;0,648;2024/2/21 08:40
1,651;0,648;2024/2/21 08:50
1,653;0,648;2024/2/21 09:00
1,645;0,642;2024/2/21 09:10
1,644;0,642;2024/2/21 09:20
1,669;0,653;2024/2/21 09:30
1,677;0,653;2024/2/21 09:40
1,683;0,658;2024/2/21 09:50
1,66;0,648;2024/2/21 10:00
1,64;0,642;2024/2/21 10:10
1,652;0,648;2024/2/21 10:20
1,657;0,648;2024/2/21 10:30
1,669;0,653;2024/2/21 10:40
1,675;0,653;2024/2/21 10:50
1,671;0,653;2024/2/21 11:00
1,666;0,648;2024/2/21 11:10
1,672;0,653;2024/2/21 11:20
1,662;0,648;2024/2/21 11:30
1,629;0,637;2024/2/21 11:40
1,599;0,626;2024/2/21 11:50
1,599;0,626;2024/2/21 12:00
1,616;0,632;2024/2/21 12:10
1,619;0,632;2024/2/21 12:20
1,623;0,632;2024/2/21 12:30
1,627;0,632;2024/2/21 12:40
1,623;0,632;2024/2/21 12:50
1,626;0,632;2024/2/21 13:00
1,626;0,632;2024/2/21 13:10
1,634;0,632;2024/2/21 13:20
1,651;0,637;2024/2/21 13:30
1,667;0,642;2024/2/21 13:40
1,67;0,642;2024/2/21 13:50
1,673;0,642;2024/2/21 14:00
1,681;0,648;2024/2/21 14:10
1,684;0,648;2024/2/21 14:20
1,683;0,648;2024/2/21 14:30
1,685;0,648;2024/2/21 14:40
1,679;0,648;2024/2/21 14:50
1,655;0,637;2024/2/21 15:00
1,638;0,632;2024/2/21 15:10
1,634;0,632;2024/2/21 15:20
1,629;0,632;2024/2/21 15:30
1,625;0,632;2024/2/21 15:40
1,626;0,632;2024/2/21 15:50
1,619;0,626;2024/2/21 16:00
1,624;0,632;2024/2/21 16:10
1,615;0,626;2024/2/21 16:20
1,623;0,632;2024/2/21 16:30
1,621;0,632;2024/2/21 16:40
1,623;0,632;2024/2/21 16:50
1,622;0,632;2024/2/21 17:00
1,621;0,632;2024/2/21 17:10
1,624;0,632;2024/2/21 17:20
1,632;0,637;2024/2/21 17:30
1,645;0,637;2024/2/21 17:40
1,656;0,642;2024/2/21 17:50
1,659;0,642;2024/2/21 18:00
1,662;0,642;2024/2/21 18:10
1,65;0,637;2024/2/21 18:20
1,642;0,637;2024/2/21 18:30
1,642;0,637;2024/2/21 18:40
1,64;0,637;2024/2/21 18:50
1,641;0,637;2024/2/21 19:00
1,643;0,637;2024/2/21 19:10
1,638;0,637;2024/2/21 19:20
1,638;0,637;2024/2/21 19:30
1,636;0,637;2024/2/21 19:40
1,639;0,637;2024/2/21 19:50
1,655;0,642;2024/2/21 20:00
1,667;0,648;2024/2/21 20:10
1,655;0,642;2024/2/21 20:20
1,631;0,632;2024/2/21 20:30
1,624;0,632;2024/2/21 20:40
1,624;0,632;2024/2/21 20:50
1,636;0,637;2024/2/21 21:00
1,652;0,642;2024/2/21 21:10
1,65;0,642;2024/2/21 21:20
1,625;0,632;2024/2/21 21:30
1,607;0,626;2024/2/21 21:40
1,603;0,626;2024/2/21 21:50
1,603;0,626;2024/2/21 22:00
1,596;0,626;2024/2/21 22:10
1,596;0,626;2024/2/21 22:20
1,595;0,626;2024/2/21 22:30
1,599;0,626;2024/2/21 22:40
1,613;0,632;2024/2/21 22:50
1,63;0,637;2024/2/21 23:00
1,663;0,648;2024/2/21 23:10
1,668;0,648;2024/2/21 23:20
1,661;0,642;2024/2/21 23:30
1,646;0,637;2024/2/21 23:40
1,64;0,637;2024/2/21 23:50
1,637;0,637;2024/2/22
1,637;0,637;2024/2/22 00:10
1,637;0,637;2024/2/22 00:20
1,635;0,637;2024/2/22 00:30
1,635;0,637;2024/2/22 00:40
1,633;0,637;2024/2/22 00:50
1,631;0,637;2024/2/22 01:00
1,605;0,626;2024/2/22 01:10
1,596;0,626;2024/2/22 01:20
1,595;0,626;2024/2/22 01:30
1,593;0,626;2024/2/22 01:40
1,595;0,626;2024/2/22 01:50
1,595;0,626;2024/2/22 02:00
1,6;0,626;2024/2/22 02:10
1,605;0,626;2024/2/22 02:20
1,603;0,626;2024/2/22 02:30
1,611;0,632;2024/2/22 02:40
1,609;0,632;2024/2/22 02:50
1,609;0,632;2024/2/22 03:00
1,611;0,632;2024/2/22 03:10
1,611;0,632;2024/2/22 03:20
1,611;0,632;2024/2/22 03:30
1,611;0,632;2024/2/22 03:40
1,61;0,632;2024/2/22 03:50
1,608;0,632;2024/2/22 04:00
1,611;0,632;2024/2/22 04:10
1,611;0,632;2024/2/22 04:20
1,615;0,632;2024/2/22 04:30
1,617;0,632;2024/2/22 04:40
1,607;0,626;2024/2/22 04:50
1,62;0,632;2024/2/22 05:00
1,635;0,637;2024/2/22 05:10
1,636;0,637;2024/2/22 05:20
1,633;0,637;2024/2/22 05:30
1,626;0,632;2024/2/22 05:40
1,631;0,637;2024/2/22 05:50
1,628;0,637;2024/2/22 06:00
1,618;0,632;2024/2/22 06:10
1,613;0,632;2024/2/22 06:20
1,609;0,632;2024/2/22 06:30
1,607;0,632;2024/2/22 06:40
1,603;0,626;2024/2/22 06:50
1,603;0,626;2024/2/22 07:00
1,599;0,626;2024/2/22 07:10
1,582;0,621;2024/2/22 07:20
1,567;0,616;2024/2/22 07:30
1,562;0,616;2024/2/22 07:40
1,565;0,616;2024/2/22 07:50
1,592;0,626;2024/2/22 08:00
1,534;0,558;2024/2/22 08:10
1,535;0,558;2024/2/22 08:20
1,529;0,558;2024/2/22 08:30
1,522;0,558;2024/2/22 08:40
1,478;0,527;2024/2/22 08:50
1,464;0,523;2024/2/22 09:00
1,487;0,532;2024/2/22 09:10
1,492;0,532;2024/2/22 09:20
1,501;0,536;2024/2/22 09:30
1,503;0,536;2024/2/22 09:40
1,504;0,536;2024/2/22 09:50
1,504;0,536;2024/2/22 10:00
1,506;0,536;2024/2/22 10:10
1,507;0,536;2024/2/22 10:20
1,51;0,536;2024/2/22 10:30
1,51;0,536;2024/2/22 10:40
1,51;0,536;2024/2/22 10:50
1,509;0,536;2024/2/22 11:00
1,509;0,536;2024/2/22 11:10
1,509;0,536;2024/2/22 11:20
1,51;0,536;2024/2/22 11:30
1,507;0,536;2024/2/22 11:40
1,515;0,536;2024/2/22 11:50
1,522;0,54;2024/2/22 12:00
1,524;0,54;2024/2/22 12:10
1,506;0,536;2024/2/22 12:20
1,474;0,527;2024/2/22 12:30
1,466;0,527;2024/2/22 12:40
1,458;0,527;2024/2/22 12:50
1,464;0,527;2024/2/22 13:00
1,477;0,532;2024/2/22 13:10
1,48;0,532;2024/2/22 13:20
1,476;0,532;2024/2/22 13:30
1,466;0,527;2024/2/22 13:40
1,471;0,532;2024/2/22 13:50
1,472;0,536;2024/2/22 14:00
1,484;0,527;2024/2/22 14:10
1,494;0,527;2024/2/22 14:20
1,507;0,536;2024/2/22 14:30
1,531;0,545;2024/2/22 14:40
1,575;0,554;2024/2/22 14:50
1,606;0,563;2024/2/22 15:00
1,639;0,572;2024/2/22 15:10
1,674;0,582;2024/2/22 15:20
1,701;0,591;2024/2/22 15:30
1,733;0,606;2024/2/22 15:40
1,768;0,621;2024/2/22 15:50
1,797;0,632;2024/2/22 16:00
1,811;0,637;2024/2/22 16:10
1,848;0,653;2024/2/22 16:20
1,874;0,664;2024/2/22 16:30
1,895;0,669;2024/2/22 16:40
1,937;0,692;2024/2/22 16:50
1,962;0,704;2024/2/22 17:00
1,987;0,716;2024/2/22 17:10
2,004;0,722;2024/2/22 17:20
2,053;0,759;2024/2/22 17:30
2,134;0,825;2024/2/22 17:40
2,195;0,874;2024/2/22 17:50
2,263;0,934;2024/2/22 18:00
2,315;0,981;2024/2/22 18:10
2,379;1,039;2024/2/22 18:20
2,448;1,1;2024/2/22 18:30
2,535;1,183;2024/2/22 18:40
2,622;1,26;2024/2/22 18:50
2,71;1,341;2024/2/22 19:00
2,778;1,404;2024/2/22 19:10
2,847;1,47;2024/2/22 19:20
2,86;1,481;2024/2/22 19:30
2,815;1,437;2024/2/22 19:40
2,804;1,426;2024/2/22 19:50
2,804;1,426;2024/2/22 20:00
2,777;1,404;2024/2/22 20:10
2,735;1,362;2024/2/22 20:20
2,722;1,351;2024/2/22 20:30
2,71;1,341;2024/2/22 20:40
2,657;1,29;2024/2/22 20:50
2,612;1,25;2024/2/22 21:00
2,612;1,25;2024/2/22 21:10
2,627;1,26;2024/2/22 21:20
2,633;1,27;2024/2/22 21:30
2,644;1,28;2024/2/22 21:40
2,659;1,29;2024/2/22 21:50
2,651;1,28;2024/2/22 22:00
2,63;1,26;2024/2/22 22:10
2,6;1,23;2024/2/22 22:20
2,59;1,221;2024/2/22 22:30
2,706;1,331;2024/2/22 22:40
2,739;1,362;2024/2/22 22:50
2,633;1,26;2024/2/22 23:00
2,505;1,136;2024/2/22 23:10
2,451;1,091;2024/2/22 23:20
2,401;1,048;2024/2/22 23:30
2,383;1,031;2024/2/22 23:40
2,406;1,056;2024/2/22 23:50
2,344;0,998;2024/2/23
2,326;0,981;2024/2/23 00:10
2,318;0,973;2024/2/23 00:20
2,284;0,942;2024/2/23 00:30
2,233;0,896;2024/2/23 00:40
2,198;0,867;2024/2/23 00:50
2,189;0,86;2024/2/23 01:00
2,21;0,881;2024/2/23 01:10
2,193;0,867;2024/2/23 01:20
2,171;0,846;2024/2/23 01:30
2,163;0,839;2024/2/23 01:40
2,162;0,839;2024/2/23 01:50
2,17;0,846;2024/2/23 02:00
2,148;0,825;2024/2/23 02:10
2,147;0,825;2024/2/23 02:20
2,147;0,825;2024/2/23 02:30
2,135;0,818;2024/2/23 02:40
2,106;0,791;2024/2/23 02:50
2,067;0,759;2024/2/23 03:00
2,065;0,759;2024/2/23 03:10
2,056;0,752;2024/2/23 03:20
2,072;0,765;2024/2/23 03:30
2,055;0,752;2024/2/23 03:40
2,018;0,728;2024/2/23 03:50
2,016;0,728;2024/2/23 04:00
2,034;0,74;2024/2/23 04:10
2,025;0,734;2024/2/23 04:20
2,007;0,722;2024/2/23 04:30
2,004;0,722;2024/2/23 04:40
1,995;0,716;2024/2/23 04:50
1,992;0,716;2024/2/23 05:00
1,983;0,71;2024/2/23 05:10
1,978;0,71;2024/2/23 05:20
1,97;0,704;2024/2/23 05:30
1,967;0,704;2024/2/23 05:40
1,952;0,698;2024/2/23 05:50
1,938;0,692;2024/2/23 06:00
1,926;0,686;2024/2/23 06:10
1,944;0,698;2024/2/23 06:20
1,952;0,698;2024/2/23 06:30
1,951;0,698;2024/2/23 06:40
1,938;0,692;2024/2/23 06:50
1,914;0,681;2024/2/23 07:00
1,909;0,681;2024/2/23 07:10
1,908;0,681;2024/2/23 07:20
1,919;0,686;2024/2/23 07:30
1,923;0,686;2024/2/23 07:40
2,009;0,825;2024/2/23 07:50
1,941;0,811;2024/2/23 08:00
1,903;0,798;2024/2/23 08:10
1,903;0,804;2024/2/23 08:20
1,916;0,811;2024/2/23 08:30
1,914;0,811;2024/2/23 08:40
1,915;0,811;2024/2/23 08:50
1,914;0,811;2024/2/23 09:00
1,925;0,818;2024/2/23 09:10
1,929;0,818;2024/2/23 09:20
1,929;0,818;2024/2/23 09:30
1,906;0,804;2024/2/23 09:40
1,887;0,798;2024/2/23 09:50
1,881;0,798;2024/2/23 10:00
1,866;0,791;2024/2/23 10:10
1,86;0,791;2024/2/23 10:20
1,847;0,784;2024/2/23 10:30
1,843;0,784;2024/2/23 10:40
1,843;0,784;2024/2/23 10:50
1,832;0,778;2024/2/23 11:00
1,833;0,778;2024/2/23 11:10
1,857;0,791;2024/2/23 11:20
1,862;0,791;2024/2/23 11:30
1,845;0,784;2024/2/23 11:40
1,832;0,778;2024/2/23 11:50
1,837;0,784;2024/2/23 12:00
1,852;0,791;2024/2/23 12:10
1,868;0,798;2024/2/23 12:20
1,858;0,791;2024/2/23 12:30
1,843;0,784;2024/2/23 12:40
1,831;0,778;2024/2/23 12:50
1,817;0,771;2024/2/23 13:00
1,806;0,765;2024/2/23 13:10
1,804;0,765;2024/2/23 13:20
